元一柏庄,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",168
蓝鼎星河府,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",217
琥珀五环城和雅阁,"-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</a>","-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</","-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</a>",296
大溪地天悦轩,"-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>",251
保利梧桐语,"-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>",190
金色名郡,"-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>",215
和昌都汇华府,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",162
金悦领地,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",155
融科九重锦,"-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>",465
实嘉原创生活,"-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</a>","-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</","-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</a>",140
御湖观邸,"-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</a>","-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</","-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</a>",208
禹洲华侨城二期柳园,"-  <a href=""https://hf.lianjia.com/ershoufang/ranfang/"" target=""_blank"">染坊</a>","-  <a href=""https://hf.lianjia.com/ershoufang/ranfang/"" target=""_blank"">染坊</","-  <a href=""https://hf.lianjia.com/ershoufang/ranfang/"" target=""_blank"">染坊</a>",202
香格里拉花园,"-  <a href=""https://hf.lianjia.com/ershoufang/fangmiao/"" target=""_blank"">方庙</a>","-  <a href=""https://hf.lianjia.com/ershoufang/fangmiao/"" target=""_blank"">方庙</","-  <a href=""https://hf.lianjia.com/ershoufang/fangmiao/"" target=""_blank"">方庙</a>",98.5
华地森林湖,"-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</a>","-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</","-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</a>",153.5
百乐门悦府,"-  <a href=""https://hf.lianjia.com/ershoufang/lianhua3/"" target=""_blank"">莲花</a>","-  <a href=""https://hf.lianjia.com/ershoufang/lianhua3/"" target=""_blank"">莲花</","-  <a href=""https://hf.lianjia.com/ershoufang/lianhua3/"" target=""_blank"">莲花</a>",149
瑞地公馆,"-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</a>","-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</","-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</a>",260
元一名城B区,"-  <a href=""https://hf.lianjia.com/ershoufang/jiashanlu/"" target=""_blank"">嘉山路</a>","-  <a href=""https://hf.lianjia.com/ershoufang/jiashanlu/"" target=""_blank"">嘉山路</","-  <a href=""https://hf.lianjia.com/ershoufang/jiashanlu/"" target=""_blank"">嘉山路</a>",135
金域蓝湾,"-  <a href=""https://hf.lianjia.com/ershoufang/bozhou/"" target=""_blank"">亳州</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bozhou/"" target=""_blank"">亳州</","-  <a href=""https://hf.lianjia.com/ershoufang/bozhou/"" target=""_blank"">亳州</a>",124
御景嘉苑,"-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</a>","-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</","-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</a>",111
碧水兰庭,"-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</a>","-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</","-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</a>",131
华地紫园,"-  <a href=""https://hf.lianjia.com/ershoufang/xingyuan/"" target=""_blank"">兴园</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xingyuan/"" target=""_blank"">兴园</","-  <a href=""https://hf.lianjia.com/ershoufang/xingyuan/"" target=""_blank"">兴园</a>",239.5
中铁国际城品园,"-  <a href=""https://hf.lianjia.com/ershoufang/silihe/"" target=""_blank"">四里河</a>","-  <a href=""https://hf.lianjia.com/ershoufang/silihe/"" target=""_blank"">四里河</","-  <a href=""https://hf.lianjia.com/ershoufang/silihe/"" target=""_blank"">四里河</a>",158
橡树湾三期,"-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</a>","-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</","-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</a>",298
祥源城,"-  <a href=""https://hf.lianjia.com/ershoufang/changning1/"" target=""_blank"">长宁</a>","-  <a href=""https://hf.lianjia.com/ershoufang/changning1/"" target=""_blank"">长宁</","-  <a href=""https://hf.lianjia.com/ershoufang/changning1/"" target=""_blank"">长宁</a>",258
庐江路29号,"-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</","-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</a>",180
天下锦城爱丁堡,"-  <a href=""https://hf.lianjia.com/ershoufang/changqing1113/"" target=""_blank"">常青</a>","-  <a href=""https://hf.lianjia.com/ershoufang/changqing1113/"" target=""_blank"">常青</","-  <a href=""https://hf.lianjia.com/ershoufang/changqing1113/"" target=""_blank"">常青</a>",249
金大地1912,"-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>",350
金色名郡,"-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>",210
国建香榭水都,"-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>",360
世纪城徽昌苑,"-  <a href=""https://hf.lianjia.com/ershoufang/binhushiji/"" target=""_blank"">滨湖世纪</a>","-  <a href=""https://hf.lianjia.com/ershoufang/binhushiji/"" target=""_blank"">滨湖世纪</","-  <a href=""https://hf.lianjia.com/ershoufang/binhushiji/"" target=""_blank"">滨湖世纪</a>",212
大溪地御倾城,"-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>",136
上城国际玫瑰苑,"-  <a href=""https://hf.lianjia.com/ershoufang/xinglin/"" target=""_blank"">杏林</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xinglin/"" target=""_blank"">杏林</","-  <a href=""https://hf.lianjia.com/ershoufang/xinglin/"" target=""_blank"">杏林</a>",148
浅水湾,"-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</a>","-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</","-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</a>",235
含山路中段29号恒升楼,"-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</","-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</a>",118
祥源城,"-  <a href=""https://hf.lianjia.com/ershoufang/changning1/"" target=""_blank"">长宁</a>","-  <a href=""https://hf.lianjia.com/ershoufang/changning1/"" target=""_blank"">长宁</","-  <a href=""https://hf.lianjia.com/ershoufang/changning1/"" target=""_blank"">长宁</a>",330
融科城融祥园,"-  <a href=""https://hf.lianjia.com/ershoufang/furong1/"" target=""_blank"">芙蓉</a>","-  <a href=""https://hf.lianjia.com/ershoufang/furong1/"" target=""_blank"">芙蓉</","-  <a href=""https://hf.lianjia.com/ershoufang/furong1/"" target=""_blank"">芙蓉</a>",325
金大地1912,"-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>",95
安徽省话剧院,"-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</","-  <a href=""https://hf.lianjia.com/ershoufang/xiaoyaojin/"" target=""_blank"">逍遥津</a>",168
琥珀瑞安家园,"-  <a href=""https://hf.lianjia.com/ershoufang/fangxing/"" target=""_blank"">方兴</a>","-  <a href=""https://hf.lianjia.com/ershoufang/fangxing/"" target=""_blank"">方兴</","-  <a href=""https://hf.lianjia.com/ershoufang/fangxing/"" target=""_blank"">方兴</a>",290
中海央墅,"-  <a href=""https://hf.lianjia.com/ershoufang/changqing1113/"" target=""_blank"">常青</a>","-  <a href=""https://hf.lianjia.com/ershoufang/changqing1113/"" target=""_blank"">常青</","-  <a href=""https://hf.lianjia.com/ershoufang/changqing1113/"" target=""_blank"">常青</a>",325
临湖苑E区,"-  <a href=""https://hf.lianjia.com/ershoufang/huanhucbd/"" target=""_blank"">环湖CBD</a>","-  <a href=""https://hf.lianjia.com/ershoufang/huanhucbd/"" target=""_blank"">环湖CBD</","-  <a href=""https://hf.lianjia.com/ershoufang/huanhucbd/"" target=""_blank"">环湖CBD</a>",255
国耀园上园,"-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</a>","-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</","-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</a>",79.2
蓝鼎滨湖假日翰林园,"-  <a href=""https://hf.lianjia.com/ershoufang/binhushiji/"" target=""_blank"">滨湖世纪</a>","-  <a href=""https://hf.lianjia.com/ershoufang/binhushiji/"" target=""_blank"">滨湖世纪</","-  <a href=""https://hf.lianjia.com/ershoufang/binhushiji/"" target=""_blank"">滨湖世纪</a>",270
华纺新华城,"-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>",185
发能太阳海岸,"-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>",335
岸上玫瑰北区,"-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>",280
华地翡翠蓝湾,"-  <a href=""https://hf.lianjia.com/ershoufang/feicui/"" target=""_blank"">翡翠</a>","-  <a href=""https://hf.lianjia.com/ershoufang/feicui/"" target=""_blank"">翡翠</","-  <a href=""https://hf.lianjia.com/ershoufang/feicui/"" target=""_blank"">翡翠</a>",161
小区名称,户型,面积,装修状况,总价
国际丽晶城,"-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>",350
融科梧桐里,"-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</a>","-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</","-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</a>",104
禄徽苑,"-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</a>","-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</","-  <a href=""https://hf.lianjia.com/ershoufang/beicheng/"" target=""_blank"">北城</a>",98
大溪地天润轩,"-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>",264
海亮九玺,"-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>",230
信旺华府骏苑,"-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>",120
印象西湖,"-  <a href=""https://hf.lianjia.com/ershoufang/daoxiangcun/"" target=""_blank"">稻香村</a>","-  <a href=""https://hf.lianjia.com/ershoufang/daoxiangcun/"" target=""_blank"">稻香村</","-  <a href=""https://hf.lianjia.com/ershoufang/daoxiangcun/"" target=""_blank"">稻香村</a>",340
安徽省电力设计院,"-  <a href=""https://hf.lianjia.com/ershoufang/wuhulu/"" target=""_blank"">芜湖路</a>","-  <a href=""https://hf.lianjia.com/ershoufang/wuhulu/"" target=""_blank"">芜湖路</","-  <a href=""https://hf.lianjia.com/ershoufang/wuhulu/"" target=""_blank"">芜湖路</a>",110
玫瑰绅城,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",90.6
岸上玫瑰北区,"-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>",390
中海滨湖公馆,"-  <a href=""https://hf.lianjia.com/ershoufang/huanhucbd/"" target=""_blank"">环湖CBD</a>","-  <a href=""https://hf.lianjia.com/ershoufang/huanhucbd/"" target=""_blank"">环湖CBD</","-  <a href=""https://hf.lianjia.com/ershoufang/huanhucbd/"" target=""_blank"">环湖CBD</a>",268
柏景湾,"-  <a href=""https://hf.lianjia.com/ershoufang/bozhou/"" target=""_blank"">亳州</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bozhou/"" target=""_blank"">亳州</","-  <a href=""https://hf.lianjia.com/ershoufang/bozhou/"" target=""_blank"">亳州</a>",195
绿地滨湖国际花都,"-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</a>","-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</","-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</a>",190
元一柏庄,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",168
蓝鼎星河府,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",217
琥珀五环城和雅阁,"-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</a>","-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</","-  <a href=""https://hf.lianjia.com/ershoufang/heyedi/"" target=""_blank"">荷叶地</a>",296
大溪地天悦轩,"-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</","-  <a href=""https://hf.lianjia.com/ershoufang/xiyuan/"" target=""_blank"">西园</a>",251
保利梧桐语,"-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</","-  <a href=""https://hf.lianjia.com/ershoufang/shulu/"" target=""_blank"">蜀麓</a>",190
金色名郡,"-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</","-  <a href=""https://hf.lianjia.com/ershoufang/nanqi/"" target=""_blank"">南七</a>",215
和昌都汇华府,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",162
金悦领地,"-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</","-  <a href=""https://hf.lianjia.com/ershoufang/zhougudui/"" target=""_blank"">周谷堆</a>",155
融科九重锦,"-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</","-  <a href=""https://hf.lianjia.com/ershoufang/bijiashan1/"" target=""_blank"">笔架山</a>",465
实嘉原创生活,"-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</a>","-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</","-  <a href=""https://hf.lianjia.com/ershoufang/dongzhan1/"" target=""_blank"">东站</a>",140
御湖观邸,"-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</a>","-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</","-  <a href=""https://hf.lianjia.com/ershoufang/haiheng/"" target=""_blank"">海恒</a>",208
禹洲华侨城二期柳园,"-  <a href=""https://hf.lianjia.com/ershoufang/ranfang/"" target=""_blank"">染坊</a>","-  <a href=""https://hf.lianjia.com/ershoufang/ranfang/"" target=""_blank"">染坊</","-  <a href=""https://hf.lianjia.com/ershoufang/ranfang/"" target=""_blank"">染坊</a>",202
香格里拉花园,"-  <a href=""https://hf.lianjia.com/ershoufang/fangmiao/"" target=""_blank"">方庙</a>","-  <a href=""https://hf.lianjia.com/ershoufang/fangmiao/"" target=""_blank"">方庙</","-  <a href=""https://hf.lianjia.com/ershoufang/fangmiao/"" target=""_blank"">方庙</a>",98.2
华地森林湖,"-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</a>","-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</","-  <a href=""https://hf.lianjia.com/ershoufang/lindian/"" target=""_blank"">林店</a>",153.5
百乐门悦府,"-  <a href=""https://hf.lianjia.com/ershoufang/lianhua3/"" target=""_blank"">莲花</a>","-  <a href=""https://hf.lianjia.com/ershoufang/lianhua3/"" target=""_blank"">莲花</","-  <a href=""https://hf.lianjia.com/ershoufang/lianhua3/"" target=""_blank"">莲花</a>",149
瑞地公馆,"-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</a>","-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</","-  <a href=""https://hf.lianjia.com/ershoufang/haitang2/"" target=""_blank"">海棠</a>",260
